cell_id,settlement,district,lat,lon,group_key,population
11436670,Ivanovtsi,Blagoevgrad,41.97068,22.91244,children_0_6,14
11436670,Ivanovtsi,Blagoevgrad,41.97068,22.91244,seniors_65p,62
11436669,Mehandzhiyska,Blagoevgrad,41.97417,22.90911,children_0_6,14
11436669,Mehandzhiyska,Blagoevgrad,41.97417,22.90911,seniors_65p,62
11436667,Barkovtsi,Blagoevgrad,41.97728,22.89958,children_0_6,14
11436667,Barkovtsi,Blagoevgrad,41.97728,22.89958,seniors_65p,62
11436665,Lukarska Mahala,Blagoevgrad,41.99074,22.89277,children_0_6,14
11436665,Lukarska Mahala,Blagoevgrad,41.99074,22.89277,seniors_65p,62
11436664,Kovachka Mahala,Blagoevgrad,41.99357,22.89237,children_0_6,14
11436664,Kovachka Mahala,Blagoevgrad,41.99357,22.89237,seniors_65p,62
11436663,Miladinska Mahala,Blagoevgrad,41.99788,22.8977,children_0_6,14
11436663,Miladinska Mahala,Blagoevgrad,41.99788,22.8977,seniors_65p,62
11436662,Rekarska Mahala,Blagoevgrad,41.99835,22.91341,children_0_6,14
11436662,Rekarska Mahala,Blagoevgrad,41.99835,22.91341,seniors_65p,62
11436660,Malishevska Mahala,Blagoevgrad,41.99,22.91575,children_0_6,14
11436660,Malishevska Mahala,Blagoevgrad,41.99,22.91575,seniors_65p,62
11436658,Bakaltsi,Blagoevgrad,41.97874,22.93609,children_0_6,14
11436658,Bakaltsi,Blagoevgrad,41.97874,22.93609,seniors_65p,62
11436657,Boychevtsi,Blagoevgrad,41.96278,22.94092,children_0_6,14
11436657,Boychevtsi,Blagoevgrad,41.96278,22.94092,seniors_65p,62
11436656,Bagashovtsi,Blagoevgrad,41.96428,22.95239,children_0_6,14
11436656,Bagashovtsi,Blagoevgrad,41.96428,22.95239,seniors_65p,62
11436655,Despottsi,Blagoevgrad,41.96378,22.96858,children_0_6,14
11436655,Despottsi,Blagoevgrad,41.96378,22.96858,seniors_65p,62
11436653,Gorna Mezdra,Blagoevgrad,41.95618,22.98255,children_0_6,14
11436653,Gorna Mezdra,Blagoevgrad,41.95618,22.98255,seniors_65p,62
11436652,Dolna Mezdra,Blagoevgrad,41.95724,22.99269,children_0_6,14
11436652,Dolna Mezdra,Blagoevgrad,41.95724,22.99269,seniors_65p,62
11436651,Gratska Mahala,Blagoevgrad,41.98068,22.96287,children_0_6,14
11436651,Gratska Mahala,Blagoevgrad,41.98068,22.96287,seniors_65p,62
11436668,Yurutsite,Blagoevgrad,41.97644,22.90395,children_0_6,14
11436668,Yurutsite,Blagoevgrad,41.97644,22.90395,seniors_65p,62
11436728,Vachkova Mahala,Blagoevgrad,41.89689,22.96385,children_0_6,14
11436728,Vachkova Mahala,Blagoevgrad,41.89689,22.96385,seniors_65p,62
11436727,Sukali,Blagoevgrad,41.90066,22.95675,children_0_6,14
11436727,Sukali,Blagoevgrad,41.90066,22.95675,seniors_65p,62
11436726,Hanovete,Blagoevgrad,41.90501,22.94911,children_0_6,14
11436726,Hanovete,Blagoevgrad,41.90501,22.94911,seniors_65p,62
11436725,Stopanska Mahala,Blagoevgrad,41.88288,22.94495,children_0_6,14
11436725,Stopanska Mahala,Blagoevgrad,41.88288,22.94495,seniors_65p,62
11436724,Kotovtsi,Blagoevgrad,41.87922,22.94882,children_0_6,14
11436724,Kotovtsi,Blagoevgrad,41.87922,22.94882,seniors_65p,62
11436723,Lishantsi,Blagoevgrad,41.87665,22.95107,children_0_6,14
11436723,Lishantsi,Blagoevgrad,41.87665,22.95107,seniors_65p,62
11436722,Bogdantsi,Blagoevgrad,41.87984,22.9385,children_0_6,14
11436722,Bogdantsi,Blagoevgrad,41.87984,22.9385,seniors_65p,62
11436721,Tugovtsi,Blagoevgrad,41.88683,22.94118,children_0_6,14
11436721,Tugovtsi,Blagoevgrad,41.88683,22.94118,seniors_65p,62
11436720,Mariyanovska Mahala,Blagoevgrad,41.89041,22.94143,children_0_6,14
11436720,Mariyanovska Mahala,Blagoevgrad,41.89041,22.94143,seniors_65p,62
11436719,Barbash,Blagoevgrad,41.89001,22.93394,children_0_6,14
11436719,Barbash,Blagoevgrad,41.89001,22.93394,seniors_65p,62
11436717,Trenovtsi,Blagoevgrad,41.90091,22.93952,children_0_6,14
11436717,Trenovtsi,Blagoevgrad,41.90091,22.93952,seniors_65p,62
11436716,Kachulska Mahala,Blagoevgrad,41.88668,22.92887,children_0_6,14
11436716,Kachulska Mahala,Blagoevgrad,41.88668,22.92887,seniors_65p,62
11436715,Leshko,Blagoevgrad,41.93332,22.93336,children_0_6,14
11436715,Leshko,Blagoevgrad,41.93332,22.93336,seniors_65p,62
11436696,Velkovtsi,Blagoevgrad,41.93799,22.94187,children_0_6,14
11436696,Velkovtsi,Blagoevgrad,41.93799,22.94187,seniors_65p,62
11436712,Barzashka Mahala,Blagoevgrad,41.92188,22.97377,children_0_6,14
11436712,Barzashka Mahala,Blagoevgrad,41.92188,22.97377,seniors_65p,62
11436711,Kavarkulatsite,Blagoevgrad,41.92814,22.98677,children_0_6,14
11436711,Kavarkulatsite,Blagoevgrad,41.92814,22.98677,seniors_65p,62
11436710,Mizhevtsi,Blagoevgrad,41.93774,22.988,children_0_6,14
11436710,Mizhevtsi,Blagoevgrad,41.93774,22.988,seniors_65p,62
11436708,Mirchovtsi,Blagoevgrad,41.94907,22.95979,children_0_6,14
11436708,Mirchovtsi,Blagoevgrad,41.94907,22.95979,seniors_65p,62
11436707,Haydushka Mahala,Blagoevgrad,41.9415,22.95668,children_0_6,14
11436707,Haydushka Mahala,Blagoevgrad,41.9415,22.95668,seniors_65p,62
11436705,Rolevtsi,Blagoevgrad,41.91902,22.96526,children_0_6,14
11436705,Rolevtsi,Blagoevgrad,41.91902,22.96526,seniors_65p,62
11436703,Garbelanska Mahala,Blagoevgrad,41.91387,22.94538,children_0_6,14
11436703,Garbelanska Mahala,Blagoevgrad,41.91387,22.94538,seniors_65p,62
